storm_id,asset_id,failed,max_wind_experienced_mph,storm_surge_exposure,age_years,years_since_inspection,prior_outage_count,vegetation_density,flood_zone,distance_to_coast_km
HIST-006,SGW-001,0,32.22602862314973,0.0,6,0,2,0.35,1,11
HIST-006,SGW-002,0,33.57787244807747,0.0,22,1,3,0.53,0,1
HIST-006,SGW-003,0,33.0762828070115,0.0,34,3,1,0.33,1,10
HIST-006,SGW-004,0,33.12351176352906,0.0,21,1,1,0.45,1,10
HIST-006,SGW-005,0,32.59691899850888,0.0,24,0,0,0.22,1,1
HIST-006,SGW-006,0,36.55877505185768,0.0,37,0,1,0.42,0,131
HIST-006,SGW-007,1,36.17979090400038,0.0,8,2,1,0.4,1,144
HIST-006,SGW-008,0,36.07331696173331,0.0,24,1,0,0.44,0,127
HIST-006,SGW-009,0,36.38616953673732,0.0,22,3,0,0.31,0,123
HIST-006,SGW-010,0,36.25620075148814,0.0,22,2,2,0.3,0,153
HIST-006,SGW-011,0,52.71298682577703,0.0,10,0,2,0.5,1,230
HIST-006,SGW-012,0,54.05180423916725,0.0,31,3,1,0.31,1,241
HIST-006,SGW-013,0,48.570680634733044,0.0,31,1,2,0.33,0,233
HIST-006,SGW-014,0,49.814266766411805,0.0,44,2,2,0.33,0,241
HIST-006,SGW-015,0,51.831177130480896,0.0,7,0,1,0.57,1,241
HIST-006,SGW-016,1,50.71903776181961,0.0,5,0,0,0.72,0,262
HIST-006,SGW-017,0,54.96681904974403,0.0,21,0,0,0.51,0,270
HIST-006,SGW-018,0,54.18177307870064,0.0,40,2,0,0.57,0,280
HIST-006,SGW-019,0,59.6061912347881,0.0,44,0,2,0.51,0,288
HIST-006,SGW-020,0,57.417611639088065,0.0,30,0,0,0.39,0,269
HIST-006,SGW-021,0,87.89459163435994,0.0,7,1,0,0.46,0,359
HIST-006,SGW-022,0,77.75188594656603,0.0,11,0,0,0.77,1,329
HIST-006,SGW-023,0,82.04189808781312,0.0,11,0,1,0.67,0,330
HIST-006,SGW-024,0,79.58189047375427,0.0,12,1,0,0.48,0,334
HIST-006,SGW-025,1,74.4924034393976,0.0,13,3,0,0.61,0,305
HIST-006,SGW-026,0,67.9729106758908,0.0,5,0,0,1.0,1,397
HIST-006,SGW-027,1,76.6181929268695,0.0,37,2,4,0.76,1,389
HIST-006,SGW-028,0,67.1503336373279,0.0,30,1,1,0.57,0,406
HIST-006,SGW-029,0,74.93457202253587,0.0,34,0,1,0.92,0,403
HIST-006,SGW-030,0,63.7066312795063,0.0,13,1,0,0.97,0,395
HIST-007,SGW-001,0,54.325370223748536,0.0,6,0,2,0.35,1,11
HIST-007,SGW-002,0,64.08951363729149,0.39,22,1,3,0.53,0,1
HIST-007,SGW-003,1,59.903119231302675,0.30000000000000004,34,3,1,0.33,1,10
HIST-007,SGW-004,0,58.10585198039603,0.30000000000000004,21,1,1,0.45,1,10
HIST-007,SGW-005,0,55.189843776033086,0.39,24,0,0,0.22,1,1
HIST-007,SGW-006,0,47.474716931458154,0.0,37,0,1,0.42,0,131
HIST-007,SGW-007,0,47.52061159189455,0.0,8,2,1,0.4,1,144
HIST-007,SGW-008,0,48.11980191580363,0.0,24,1,0,0.44,0,127
HIST-007,SGW-009,0,53.00378299570835,0.0,22,3,0,0.31,0,123
HIST-007,SGW-010,0,51.777465410978294,0.0,22,2,2,0.3,0,153
HIST-007,SGW-011,0,42.78784382661568,0.0,10,0,2,0.5,1,230
HIST-007,SGW-012,0,41.879770079250854,0.0,31,3,1,0.31,1,241
HIST-007,SGW-013,0,44.632543046674286,0.0,31,1,2,0.33,0,233
HIST-007,SGW-014,0,45.25105565837651,0.0,44,2,2,0.33,0,241
HIST-007,SGW-015,0,42.87039081616228,0.0,7,0,1,0.57,1,241
HIST-007,SGW-016,0,36.8575448872867,0.0,5,0,0,0.72,0,262
HIST-007,SGW-017,0,36.561713159178815,0.0,21,0,0,0.51,0,270
HIST-007,SGW-018,0,37.94221418063379,0.0,40,2,0,0.57,0,280
HIST-007,SGW-019,0,34.76039997158188,0.0,44,0,2,0.51,0,288
HIST-007,SGW-020,0,37.00092771477966,0.0,30,0,0,0.39,0,269
HIST-007,SGW-021,0,30.12273436499545,0.0,7,1,0,0.46,0,359
HIST-007,SGW-022,0,29.876923886208434,0.0,11,0,0,0.77,1,329
HIST-007,SGW-023,0,29.86104000113331,0.0,11,0,1,0.67,0,330
HIST-007,SGW-024,0,29.479231250795905,0.0,12,1,0,0.48,0,334
HIST-007,SGW-025,0,29.03700306313899,0.0,13,3,0,0.61,0,305
HIST-007,SGW-026,0,27.390361447727,0.0,5,0,0,1.0,1,397
HIST-007,SGW-027,1,28.09254205544368,0.0,37,2,4,0.76,1,389
HIST-007,SGW-028,0,27.52486780131657,0.0,30,1,1,0.57,0,406
HIST-007,SGW-029,0,28.0488156520546,0.0,34,0,1,0.92,0,403
HIST-007,SGW-030,0,27.180365135455194,0.0,13,1,0,0.97,0,395
HIST-008,SGW-001,0,27.071776513020694,0.0,6,0,2,0.35,1,11
HIST-008,SGW-002,0,28.226621605149738,0.0,22,1,3,0.53,0,1
HIST-008,SGW-003,1,27.797743285681054,0.0,34,3,1,0.33,1,10
HIST-008,SGW-004,0,27.8370661151402,0.0,21,1,1,0.45,1,10
HIST-008,SGW-005,0,27.387475909913874,0.0,24,0,0,0.22,1,1
HIST-008,SGW-006,0,30.784259596715568,0.0,37,0,1,0.42,0,131
HIST-008,SGW-007,0,30.45854167648728,0.0,8,2,1,0.4,1,144
HIST-008,SGW-008,0,30.367112953626226,0.0,24,1,0,0.44,0,127
HIST-008,SGW-009,0,30.635658123553345,0.0,22,3,0,0.31,0,123
HIST-008,SGW-010,0,30.524117495583443,0.0,22,2,2,0.3,0,153
HIST-008,SGW-011,0,44.89784826353681,0.0,10,0,2,0.5,1,230
HIST-008,SGW-012,0,46.09274108977502,0.0,31,3,1,0.31,1,241
HIST-008,SGW-013,0,41.202737614831975,0.0,31,1,2,0.33,0,233
HIST-008,SGW-014,0,42.32525226120816,0.0,44,2,2,0.33,0,241
HIST-008,SGW-015,0,44.09952920765969,0.0,7,0,1,0.57,1,241
HIST-008,SGW-016,0,42.90733912436181,0.0,5,0,0,0.72,0,262
HIST-008,SGW-017,0,46.65829494763635,0.0,21,0,0,0.51,0,270
HIST-008,SGW-018,0,46.040113612612856,0.0,40,2,0,0.57,0,280
HIST-008,SGW-019,0,50.641491369783694,0.0,44,0,2,0.51,0,288
HIST-008,SGW-020,0,48.9031760809758,0.0,30,0,0,0.39,0,269
HIST-008,SGW-021,0,72.45817154928899,0.0,7,1,0,0.46,0,359
HIST-008,SGW-022,0,64.2560941381885,0.0,11,0,0,0.77,1,329
HIST-008,SGW-023,0,67.56854782217155,0.0,11,0,1,0.67,0,330
HIST-008,SGW-024,0,65.2501709997571,0.0,12,1,0,0.48,0,334
HIST-008,SGW-025,0,61.003729777841755,0.0,13,3,0,0.61,0,305
HIST-008,SGW-026,0,55.022470833952504,0.0,5,0,0,1.0,1,397
HIST-008,SGW-027,1,61.624689829309965,0.0,37,2,4,0.76,1,389
HIST-008,SGW-028,0,54.52612329975822,0.0,30,1,1,0.57,0,406
HIST-008,SGW-029,0,60.422428533614436,0.0,34,0,1,0.92,0,403
HIST-008,SGW-030,0,51.84458032741457,0.0,13,1,0,0.97,0,395
HIST-009,SGW-001,0,88.774729621245,0.58,6,0,2,0.35,1,11
HIST-009,SGW-002,1,104.15256769742469,0.78,22,1,3,0.53,0,1
HIST-009,SGW-003,1,98.55706825537796,0.6000000000000001,34,3,1,0.33,1,10
HIST-009,SGW-004,1,86.96622769147358,0.6000000000000001,21,1,1,0.45,1,10
HIST-009,SGW-005,1,84.6697191717854,0.78,24,0,0,0.22,1,1
HIST-009,SGW-006,0,90.56976134269391,0.0,37,0,1,0.42,0,131
HIST-009,SGW-007,0,97.23491852982953,0.0,8,2,1,0.4,1,144
HIST-009,SGW-008,0,99.89382060459847,0.0,24,1,0,0.44,0,127
HIST-009,SGW-009,0,91.75252487112172,0.0,22,3,0,0.31,0,123
HIST-009,SGW-010,1,95.09254131757007,0.0,22,2,2,0.3,0,153
HIST-009,SGW-011,0,43.81757218245629,0.0,10,0,2,0.5,1,230
HIST-009,SGW-012,0,43.110455028134,0.0,31,3,1,0.31,1,241
HIST-009,SGW-013,0,45.447365140907976,0.0,31,1,2,0.33,0,233
HIST-009,SGW-014,0,45.68899888968501,0.0,44,2,2,0.33,0,241
HIST-009,SGW-015,0,43.94036680652644,0.0,7,0,1,0.57,1,241
HIST-009,SGW-016,0,39.44757495570096,0.0,5,0,0,0.72,0,262
HIST-009,SGW-017,0,39.02449871824605,0.0,21,0,0,0.51,0,270
HIST-009,SGW-018,0,40.17472032349919,0.0,40,2,0,0.57,0,280
HIST-009,SGW-019,0,37.389876788793046,0.0,44,0,2,0.51,0,288
HIST-009,SGW-020,0,39.31046459473252,0.0,30,0,0,0.39,0,269
HIST-009,SGW-021,0,33.03338059630668,0.0,7,1,0,0.46,0,359
HIST-009,SGW-022,0,32.81797624926657,0.0,11,0,0,0.77,1,329
HIST-009,SGW-023,0,32.79361711988667,0.0,11,0,1,0.67,0,330
HIST-009,SGW-024,0,32.43199535744365,0.0,12,1,0,0.48,0,334
HIST-009,SGW-025,0,32.01530220510148,0.0,13,3,0,0.61,0,305
HIST-009,SGW-026,0,30.40208225662083,0.0,5,0,0,1.0,1,397
HIST-009,SGW-027,0,31.08175529891034,0.0,37,2,4,0.76,1,389
HIST-009,SGW-028,0,30.540306337277787,0.0,30,1,1,0.57,0,406
HIST-009,SGW-029,0,31.041923771679837,0.0,34,0,1,0.92,0,403
HIST-009,SGW-030,0,30.20599694232605,0.0,13,1,0,0.97,0,395
HIST-010,SGW-001,0,34.10669473324414,0.0,6,0,2,0.35,1,11
HIST-010,SGW-002,0,36.47184085512356,0.0,22,1,3,0.53,0,1
HIST-010,SGW-003,1,35.564335434584635,0.0,34,3,1,0.33,1,10
HIST-010,SGW-004,0,35.56324232220705,0.0,21,1,1,0.45,1,10
HIST-010,SGW-005,1,34.66710542076021,0.0,24,0,0,0.22,1,1
HIST-010,SGW-006,0,42.72631687448044,0.0,37,0,1,0.42,0,131
HIST-010,SGW-007,0,41.86920415783254,0.0,8,2,1,0.4,1,144
HIST-010,SGW-008,0,41.637773611079076,0.0,24,1,0,0.44,0,127
HIST-010,SGW-009,0,42.30528349393433,0.0,22,3,0,0.31,0,123
HIST-010,SGW-010,0,42.03081993595617,0.0,22,2,2,0.3,0,153
HIST-010,SGW-011,0,51.92066699299815,0.0,10,0,2,0.5,1,230
HIST-010,SGW-012,0,50.052769939149535,0.0,31,3,1,0.31,1,241
HIST-010,SGW-013,1,75.98298357408197,0.0,31,1,2,0.33,0,233
HIST-010,SGW-014,0,53.51352757405975,0.0,44,2,2,0.33,0,241
HIST-010,SGW-015,0,58.92228357394862,0.0,7,0,1,0.57,1,241
HIST-010,SGW-016,0,51.260777860555656,0.0,5,0,0,0.72,0,262
HIST-010,SGW-017,0,54.85653610792062,0.0,21,0,0,0.51,0,270
HIST-010,SGW-018,1,59.69803587517933,0.0,40,2,0,0.57,0,280
HIST-010,SGW-019,0,51.57196205911944,0.0,44,0,2,0.51,0,288
HIST-010,SGW-020,0,59.61625139724383,0.0,30,0,0,0.39,0,269
HIST-010,SGW-021,0,41.4004576166008,0.0,7,1,0,0.46,0,359
HIST-010,SGW-022,0,40.50235222549293,0.0,11,0,0,0.77,1,329
HIST-010,SGW-023,0,40.61686346627599,0.0,11,0,1,0.67,0,330
HIST-010,SGW-024,0,39.67653157763665,0.0,12,1,0,0.48,0,334
HIST-010,SGW-025,0,38.55613935252345,0.0,13,3,0,0.61,0,305
HIST-010,SGW-026,0,35.1931179611625,0.0,5,0,0,1.0,1,397
HIST-010,SGW-027,0,36.75303623557401,0.0,37,2,4,0.76,1,389
HIST-010,SGW-028,0,35.39504145753488,0.0,30,1,1,0.57,0,406
HIST-010,SGW-029,0,36.623269480718484,0.0,34,0,1,0.92,0,403
HIST-010,SGW-030,0,34.646580079036106,0.0,13,1,0,0.97,0,395
HIST-011,SGW-001,0,42.59741039230792,0.0,6,0,2,0.35,1,11
HIST-011,SGW-002,0,45.09473371690044,0.0,22,1,3,0.53,0,1
HIST-011,SGW-003,0,44.14878233393276,0.0,34,3,1,0.33,1,10
HIST-011,SGW-004,0,44.182962801878595,0.0,21,1,1,0.45,1,10
HIST-011,SGW-005,0,43.225250660623225,0.0,24,0,0,0.22,1,1
HIST-011,SGW-006,0,51.22389833129517,0.0,37,0,1,0.42,0,131
HIST-011,SGW-007,0,50.41044419645902,0.0,8,2,1,0.4,1,144
HIST-011,SGW-008,0,50.18701132278373,0.0,24,1,0,0.44,0,127
HIST-011,SGW-009,0,50.836915014787095,0.0,22,3,0,0.31,0,123
HIST-011,SGW-010,1,50.568391425004165,0.0,22,2,2,0.3,0,153
HIST-011,SGW-011,1,114.43591479311324,0.0,10,0,2,0.5,1,230
HIST-011,SGW-012,0,127.60029774459944,0.0,31,3,1,0.31,1,241
HIST-011,SGW-013,0,83.23036828365863,0.0,31,1,2,0.33,0,233
HIST-011,SGW-014,1,94.55258827840582,0.0,44,2,2,0.33,0,241
HIST-011,SGW-015,1,102.14597001205968,0.0,7,0,1,0.57,1,241
HIST-011,SGW-016,0,70.48117569198999,0.0,5,0,0,0.72,0,262
HIST-011,SGW-017,0,78.84882564291048,0.0,21,0,0,0.51,0,270
HIST-011,SGW-018,0,83.88680421084159,0.0,40,2,0,0.57,0,280
HIST-011,SGW-019,0,77.85237722208296,0.0,44,0,2,0.51,0,288
HIST-011,SGW-020,0,88.78862250362346,0.0,30,0,0,0.39,0,269
HIST-011,SGW-021,0,64.1438301127439,0.0,7,1,0,0.46,0,359
HIST-011,SGW-022,1,62.01039652060363,0.0,11,0,0,0.77,1,329
HIST-011,SGW-023,0,62.43489734710057,0.0,11,0,1,0.67,0,330
HIST-011,SGW-024,0,60.61773236006055,0.0,12,1,0,0.48,0,334
HIST-011,SGW-025,0,58.41099140001401,0.0,13,3,0,0.61,0,305
HIST-011,SGW-026,0,52.5382035389214,0.0,5,0,0,1.0,1,397
HIST-011,SGW-027,0,55.44310903974746,0.0,37,2,4,0.76,1,389
HIST-011,SGW-028,0,52.818109067411044,0.0,30,1,1,0.57,0,406
HIST-011,SGW-029,0,55.165179174916055,0.0,34,0,1,0.92,0,403
HIST-011,SGW-030,0,51.449156554578835,0.0,13,1,0,0.97,0,395
HIST-012,SGW-001,0,30.231563916380193,0.0,6,0,2,0.35,1,11
HIST-012,SGW-002,0,31.341758549022213,0.0,22,1,3,0.53,0,1
HIST-012,SGW-003,0,30.932549985279216,0.0,34,3,1,0.33,1,10
HIST-012,SGW-004,0,30.97852882732567,0.0,21,1,1,0.45,1,10
HIST-012,SGW-005,0,30.54428347489609,0.0,24,0,0,0.22,1,1
HIST-012,SGW-006,0,33.71360668524507,0.0,37,0,1,0.42,0,131
HIST-012,SGW-007,0,33.415651699908686,0.0,8,2,1,0.4,1,144
HIST-012,SGW-008,0,33.33141635853365,0.0,24,1,0,0.44,0,127
HIST-012,SGW-009,0,33.57957192836337,0.0,22,3,0,0.31,0,123
HIST-012,SGW-010,0,33.476343104568805,0.0,22,2,2,0.3,0,153
HIST-012,SGW-011,0,45.11157928056012,0.0,10,0,2,0.5,1,230
HIST-012,SGW-012,0,45.935669218724584,0.0,31,3,1,0.31,1,241
HIST-012,SGW-013,0,42.5680982880351,0.0,31,1,2,0.33,0,233
HIST-012,SGW-014,1,43.26673876384204,0.0,44,2,2,0.33,0,241
